,words
832,"portrait,maria,rey,wife,roelof,meulenaer,hip,piece,standing,front,balustrade,fan,hand,pendant,sk,a-683"
833,"portrait,man,half,length,standing,right,right,hand,leaning,book,table,left,hand,side"
834,"still,life,fruit,poultry,middle,wicker,basket,grapes,plums,peaches,melon,pomegranates,branch,hollyhock,also,several,dead,birds,including,pheasant,left,foreground,hunting,rifle,left,meadow,bag"
835,"portrait,woman,half,length,face,dress,hair,decorated,precious,stones,flowers"
836,"portrait,mr,.,willem,boreel,alderman,council,amsterdam,bust,facing"
837,"arcadian,landscape,diana,bathing,mates,small,lake,rocks,tall,trees"
838,"country,road,few,travelers,left,right,family,rests,fence,here,hunters,horses,dogs"
839,"cavalier,seated,young,man,half,length,neck,mountain,wide,brimmed,hat,hands,hilt,sword"
840,"still,life,flowers,stone,plinth,bouquet,roses,tulips,daffodils,irises,sweet,william,cuckoo,flowers,flowers,also,butterflies,right,book"
841,"foot,operation,interior,surgeon,examines,old,mans,foot,floor,right,metal,jug,shaving,board,left,man,has,boulder,cut,head,next,is,woman,left,foreground,book,skull,background,cupboard,statue,saint"
842,"inner,room,mother,cleaning,childs,hair,lice,known,mothers,job,interior,right,mother,child,sitting,front,box,bed,right,high,chair,left,dog,sitting,tiled,floor,looking,open,window,room,behind,door,painting,landscape"
843,"interior,oude,kerk,delft,tomb,pieter,pietersz,heijn,lieutenant,admiral,holland,left,group,figures,column,right,grave,dug"
844,"italian,landscape,round,tower,ruin,left,drover,shepherd,cattle,waters,edge,hilltop,castle,monastery"
845,"portrait,man,seventeenth,century,clothing,knee,piece,oval,standing,front,trees"
846,"round,performance,virgin,child,john,baptist,saint,clare,johannes,has,bowl,water,clara,has,lily"
847,"portrait,cornelis,calkoen,ambassador,high,porte,constantinople,kneepad,sitting,chair,left"
848,"portrait,catherine,ii,empress,russia,bust,right,diamond,crown,head"
849,"portrait,mertijntje,van,ceters,sister,johan,van,ceters,kneepad,standing,right,glove,right,hand,fan,left,hand,top,right,family,coat,arms"
850,"departure,spanish,troops,breda,october,long,procession,soldiers,horsemen,chariots,moves,left,right,spectators,line,side,road,distance,profile,city,breda"
851,"emblematic,still,life,composed,drinking,vessels,pewter,pitcher,rummer,white,wine,red,stone,jug,surmounted,bridle,foot,rummer,sheet,music,verse,temperance,pipes,side"
852,"war,fleet,leaves,port,vlissingen,large,number,sailing,ships,sea,foreground,sloops,performance,coat,arms,navy,lion,trophy,weapons,banners,pendant,sk,a-2405"
853,"infanticide,bethlehem,front,platform,watchful,eye,king,herod,seated,throne,children,killed,soldiers,feet,king,sits,barking,dog,mothers,try,vain,protect,sons,side,king,standard,bearer,man,staff,separate,scenes,top,left,adoration,kings,top,right,flight,egypt"
854,"portrait,dirk,fock,governor,general,knee,standing,left,front,chair,table,right,hand,resting,book,table,left,hand,stitch,left,look,arches,outside,view,garden,park,part,series,portraits,governors,general,former,dutch,east,indies"
855,"inn,interior,figures,seventeenth,century,costume,young,man,courting,young,woman,table,left,man,smoking,pipe,dog,sits,feet,wall,rack,stone,jars,hanging"
856,"spinster,old,woman,spinning,wool,corner,room"
857,"kitchen,interior,likeness,rich,man,poor,lazarus,kitchen,maids,prepare,feast,kitchen,left,maid,threading,piece,meat,spit,other,maid,has,copper,cauldron,hand,dead,rooster,other,pieces,meat,vegetables,coal,turnips,carrots,poultry,dead,hare,fish,display,dog,barks,cat,food,items,right,table,pies,cheese,bread,silver,cups,drinking,bowls,jugs,hang,shelf,back,wall,plates,candlesticks,are,shelf,right,background,rich,man,family,banquet,door,lazarus,sitting,floor"
858,"portrait,married,couple,child,distinguished,clothing,standing,landscape,front,ruins,ancient,building,background,left,fountain,right,cattle"
859,"boiler,scourer,kitchen,kitchen,maid,sanding,copper,kettle,earthenware,pot,lid,lie,wooden,bench"
860,"italian,landscape,resting,shepherd,shepherd,lies,fishing,rod,bank,river,left,goats,sheep"
861,"golden,pheasants,chicks,grouse,landscape"
862,"view,western,bays,southern,nave,mariakerk,utrecht,men,chat,window"
863,"egg,dance,interior,farmhouse,several,people,front,fireplace,table,right,dancing,young,man,left,drinking,man,pitcher,bagpiper,fireplace"
864,"portrait,officer,bust,right,sash,lace,collar,chest,harness,see,also,portrait,van,ravesteyn,sk,a-4191"
865,"amsterdam,orphan,girl,knee,profile,left,standing,reading,book,front,window,sofa,table,are,more,books"
866,"group,portrait,regents,tuchthuis,middelburg,gentlemen,sitting,table,jacques,van,neulingem,alderman,middelburg,sijmen,van,trijst,elector,middelburg,guillaume,major,cornelis,erckenbout,matthias,molanus,middle,man,has,book,open,table,front,pen,right,hand,second,man,left,counts,coins,right,hand,second,man,right,has,hands,hilt,saber"
867,"mountain,landscape,bare,rocks,pine,trees,left,group,people,dog"
868,"christ,cold,stone,christ,sitting,bench,crown,thorns,head,left,burning,candle,copy,mocking,christ,honthorst,c.,getty,museum,malibu"
869,"view,leidsegracht,amsterdam,women,cross,bridge,foreground,tree"
870,"pan,syrinx,middle,syrinx,fleeing,left,front,male,figure,appeared,reeds,right,half,naked,dressed,white,shirt,pink,dress,yellow,lining,holds,bow,right,hand,back,carries,quiver,arrows"
871,"harbor,view,barge,few,rowing,boats,pier,distance,warship,anchored"
872,"water,mill,millers,house,right,woman,standing,doorway,yard,man,is,busy,barrel,trees,mill"
873,"battle,bautersem,august,day,campaign,staff,prince,orange,consisting,mounted,officers,gathered,front,peasant,house,middle,prince,stands,next,horse,injured,next,prince,major,hoyel,right,soldiers,infantry,wounded,officer,battlefield,ahead"
874,"portrait,william,iv,prince,orange,nassau,standing,armour,full,length,coastal,landscape,military,attributes,left,including,cannon,helmet,ships,background"
875,"portrait,man,perhaps,member,collot,descury,van,rappard,family,bust,right,part,portrait,miniatures,collection"
876,"view,shore,calm,sea,yacht,anchored,right,coast,fisherman,hauls,net"
877,"forest,fontainebleau,forest,view,gathering,woman"
878,"portrait,willem,ii,king,netherlands,jumping,horse,left"
879,"portrait,philippe,le,mire,bust,oval,right,pendant,sk"
880,"portrait,lodewijk,hendrik,prince,nassau,dillenburg,bust,right,armour,part,series,portraits,honselaarsdijk,house"
881,"samplers,leiden,saaihal,interior,inspect,table,roll,textile,mantelpiece,painting,curtain,women,right"
882,"portrait,john,churchill,duke,marlborough,bust,slightly,left,original,adriaen,van,der,werff,palazzo,pitti,florence,part,portrait,miniatures,collection"
883,"performance,entitled,rag,basket,seated,woman,searches,basket,pieces,cloth,mirror,wall"
884,"interior,laboratory,pharmacy,stoockhuys,pharmacist,anthony,dailly,stronghold,zaagmolenpoort,amsterdam,pharmacist,mixing,medicine,customer,dog,watching,right,huge,mortar,doorway,view,man,is,busy,scales,store,pendant,sk,a-2713"
885,"judith,holofernes,judith,sword,raised,about,cut,head,sleeping,holofernes,maidservant,right,foreground,left,table,candlestick,copper,pot"
886,"portrait,emperor,napoleon,coronation,garb,december,standing,full,length,ermine,mantle,throne,right,hand,staff,eagle,left,pillow,orb,scepter"
887,"wagenbrug,hague"
888,"tchavouch,bachi,chief,herald,commander,sultans,messengers,lieutenant,grand,vizier,capacity,judge,also,superior,detachment,accompanying,foreign,envoys,journey,sultans,audience,standing,full,length,background,balustrade,garden"
889,"prince,maurice,armor,seated,white,battle,stallion,bestowed,victory,battle,nieuwpoort,background,marching,armies"
890,"forest,landscape,winter,middle,frozen,ditch,left,right,tall,bare,trees,distance,figures,barge,horse,carriage"
891,"loeil,white,marble,sculpture,brown,marbled,niche,niches,scenes,also,rendered,trompe,loeil,grisaille,black,ground,peace,palm,branch,horn,plenty,attributes,left,foot,nest,kingfisher,pedestal,column,peace,rests,signed,dated,jn,inv,amp,fec,signature,date,painted,chiseled,pedestal,column,niche,decorated,top,laurel,wreath,frieze,above,paintings,sculptures,probably,poetry,sacrifice,arts,peace"
892,"portrait,nt,van,buren,captain,sea,bust,oval,armor,command,staff,telescope,right,hand,background,naval,battle,pendant,sk,a-1551"
893,"italian,landscape,shepherds,cattle,resting,dilapidated,antique,tomb,goat,milked,girl"
894,"frigate,brielle,maas,rotterdam,right,yacht,rotterdam,chamber,east,india,company,furthermore,several,sloops,fishing,boats,distance,view,new,head"
895,"adoration,shepherds,right,manger,shepherds,stand,kneel,adoration,shepherd,front,has,large,copper,jug,shepherd,boy,carries,basket,eggs,third,has,sheep,arm,background,right,shepherds,musical,instruments,holy,family,angels,banderole"
896,"saint,ignatius,antioch,holy,bishop,standing,full,length,crosier,right,hand,heart,palm,branch,left,hand,together,sk,a-3397,belonged,larger,altarpiece,ensemble"
897,"portrait,james,stuart,duke,cambridge,son,james,ii,bust,left,based,original,john,michael,wright,part,portrait,miniatures,collection"
898,"still,life,golden,goblet,silver,holder,chinese,dish,orange,peeled,lemon,grapes,peaches,lobster,plate,oysters,sandwich"
899,"portrait,woman,bust,left,face,turned,viewer,pearl,necklace,hand,part,portrait,miniatures,collection"
900,"portrait,margaretha,rendorp,wife,jan,van,poll,half,length,stone,window,wreath,flowers,right,hand,background,country,house,garden,statues,pendant,sk,a-1266"
901,"elisabeth,pictured,age,leans,chair,red,cloth,trois,quart,head,turned,slightly,left,dressed,sky,blue,silk,robe,à,française,trimmed,sleeves,layers,lace,lace,fichu,draped,shoulders,also,wears,lace,cap,head,right,hand,hidden,skirt,left,hand,hangs,back,chair,wears,white,glove,possibly,leather"
902,"white,cow,standing,side,ditch,front,legs,water,reeds,shrubs,right,left,background,more,cows,meadow"
903,"girl,plays,zither,gentleman,plays,violin,cell"
904,"wallpaper,painting,dutch,landscape,scene,entrance,gate,country,estate"
905,"stable,sheep,goats,entrance,barn,farmers,wife"
906,"birds,park,foreground,roosters,hen,chicks,left,tree,hop,pigeon,comes,flying,right,peacock,distance,peacock,turkey,swan"
907,"bulgarian,woman,standing,full,length,outstretched,right,hand"
908,"healing,paralytic,bethesda,john,christ,stands,front,richly,decorated,gate,front,large,number,sick,people,located,gate,angel,seen,diving,healing,spring"
909,"homage,delacroix,sketch,group,figures,gathered,bust,pedestal"
910,"portrait,prince,balthasar,carlos,son,spanish,king,philip,iv,about,age,standing,full,length,armour,command,staff,right,hand,right,chair"
911,"still,life,apples,delft,blue,chinese,dish,white,cloth,table"
912,"portrait,johanna,bardoel,wife,gerard,van,der,schalcke,knee,pad,standing,glove,right,hand,pendant,sk,a-1784"
913,"polar,bears,climb,abandoned,dinghy,floating,water"
914,"wooden,bridge,canal,rijswijk,houses,left,right,left,woman,yoke,shoulders,walking,road"
915,"interior,stable,chickens,scurry,straw,floor,wheelbarrow,stands,wall"
916,"portrait,constantijn,huygens,lord,zuylichem,secretary,frederick,henry,william,ii,william,iii,poet,bust,oval,left"
917,"still,life,several,open,closed,books,lying,shelf,niche,middle,pencil,case,right,round,rectangular,box,upper,part,left,side,panel,prophet,isaiah,museum,boijmans,van,beuningen,rotterdam,right,side,panel,royal,museum,fine,arts,brussels,central,panel,annunciation,church,ste,madelaine,aix,provence"
918,"autumn,landscape,landscape,small,farm,trees,puddle,figure,boat,water"
919,"adoration,kings,kings,shepherds,gathered,holy,family,ruined,temple,right,king,approaches,nautilus,cup,hands"
920,"portrait,cornelis,sebille,roos,art,buyer,broker,amsterdam,inspector,national,art,gallery,huis,bosch,hague,bust,facing,right,smiling"
921,"allegory,christ,child,lamb,god,veneration,mary,child,interior,women,children,sitting,table,front,wall,large,religious,allegorical,scene,painted,middle,sits,mary,christ,child,john,baptist,child,saint,anna,foreground,mystic,lamb,right,seated,bishop,book,disciples,group,flies,dove,holy,spirit,table,oriental,rug,book,bouquet,flowers,vase"
922,"portrait,louis,xvi,king,france,bust,left,part,portrait,miniatures,collection"
923,"portal,stair,tower,descending,man,presumably,situation,looked,just,attack,prince,willem,prinsenhof,delft,stairs,dog,waiting,man,walks,downstairs,pile,books,door,stairs,portrait,bust,top,right,weapon"
924,"portrait,grietje,adriaensdr,grootes,second,wife,jacob,symonszn,coninck,alderman,hoorn,kneepad,standing,book,right,hand,gloves,left,hand,top,right,family,coat,arms"
925,"self,portrait,painter,abraham,vries,standing,half,length,brush,left,hand,palette,brushes,right,hand,bottom,table,is,open,book,painting,compass,few,other,objects"
926,"portrait,robert,dudley,earl,leicester,governor,netherlands,bust,left,part,series,portraits,stadhouderlijk,hof,leeuwarden"
927,"sketch,vase,pink,flowers,remains,pencil,drawing,houses"
928,"portrait,year,old,boy,bus,family,half,way,right,part,portrait,miniatures,collection"
929,"portrait,hugo,du,bois,chosen,bust,oval,right,part,series,portraits,directors,rotterdam,chamber,dutch,east,india,company,made,nieuw,oost,indisch,huis,boompjes,rotterdam"
930,"drafts,players,group,boys,seated,benches,playing,checkers"
931,"river,landscape,horsemen,foreground,letting,horse,drink,water,right,shepherd,guarding,cows,houses,distance,towers,city"
932,"still,life,vase,driven,bronze,bouquet,flowers,tulips,roses,anemones,marigolds,table,top,dead,frog,bunch,berries,caterpillar"
933,"portrait,mrs,.,brak,haskenhoff,half,length,sitting,hands,folded,lap"
934,"hunters,gift,interior,hunter,holding,shot,partridge,seated,woman,is,busy,sewing,next,man,large,hunting,dog,small,dog,table,woman,background,cupboard,statue,cupid,painting,wall,foreground,shotgun,dead,duck,right,spiral,staircase"
935,"crucifixion,gold,background,cross,mountain,soldiers,horseback,flags,fluttering,crosses,foreground,mary,mary,magdalene,john,others"
936,"portrait,girl,red,bow,hair,quarters,right"
937,"siege,vetera,batavians,commanded,claudius,civilis,view,army,camp,besiegers,where,group,soldiers,gathered,fire,sixth,scene,series,scenes,revolt,batavians,romans,sk,a-421/432,purchased,states,general"
938,"ferry,foreground,shepherds,herds,cows,sheep,woman,horse,ferry,cross,river"
939,"portrait,woman,sitting,table,book,hands,table,coffee,tea,set,right,chest,drawers,flower,arrangement,top,stuffed,bird,glass,dome"
940,"portrait,helena,catharina,de,witte,wife,iman,mogge,lord,haamstede,knee,piece,sitting,pointing,left,hand,fountain,shape,lion,right,hand,pearl,necklace,neck,background,landscape,moonlight"
941,"portrait,artists,parents,douwe,martens,teenstra,third,wife,barber,hindriks,siccama,other,family,members,couples,single,man,bust"
942,"portrait,old,lady,bust,quarters,left,part,portrait,miniatures,collection"
943,"portrait,nobleman,armour,half,length,left,face,turned,viewer,hands,hilt,great,sword"
944,"hunting,party,fountain,hunting,party,ladies,gentlemen,horseback,servants,dogs,gathers,fountain,statue,diana,gate,country,house"
945,"jewish,wedding,bridal,couple,stands,prayer,rug,groom,puts,ring,brides,finger,left,old,man,top,hat,burning,candle,wedding,guests,standing,couple"
946,"interior,house,soldier,says,goodbye,family,door,statue,saints,fireplace,painting"
947,"interior,young,woman,feeding,parrot,trickster,players,other,figures,performance,known,parrot,cage,left,woman,frying,oysters,stove,floor,boy,feeding,cat,spoon,birdcage,open,door,hangs,ceiling"
948,"coat,arms,sara,van,os,born,wife,jan,van,reyersbergh,quarters,van,os,van,der,piet,dockters,kivit,wijs,berrewijns,webbe,van,eekere,pendant,sk,a-3752,weapons,belonging,gift,baron,van,lynden,van,horstwaerde,doorwerth,part,collection,heraldic,objects"
949,"dutch,english,french,american,squadrons,japanese,waters,expedition,led,french,commander,constant,jaurès,september,fleet,sailing,ships,steamships,water,coast,japan,several,rowing,boats,ships,pendant,sk,a-2725"
950,"portrait,johannes,bakhuysen,holding,oval,miniature,portrait,father,ludolf,bakhuysen,hand"
951,"full,length,portrait,javanese,court,official,man,wears,javanese,clothing,western,western,inspired,jacket,kris,back,plain,background,simple,tiled,floor"
952,"portrait,cornelis,fransz,eversdijck,mathematician,mathematician,zeeland,painters,great,nephew,bust,left,oval"
953,"portrait,duchess,berry,carolina,ferdinanda,louisa,sicily,eldest,daughter,francis,i,king,naples,wife,charles,ferdinand,duke,berry,park,bagatelle,bois,paris,full,length,sitting,garden,bench,garden,vase,right,feet,dog"
954,"portrait,adriaen,paets,chosen,bust,oval,right,part,series,portraits,directors,rotterdam,chamber,dutch,east,india,company,made,nieuw,oost,indisch,huis,boompjes,rotterdam"
955,"carthusian,monks,landscape,bank,stream,monks,studying,books,right,tall,wooden,cross,pendant,sk,a-3407"
956,"so,called,boerenverdriet,spui,amsterdam,view,singel,lutheran,church,right,view,old,bridge,tower,bagijnhof,several,boats,sail,water,canal"
957,"italian,landscape,naples,background,gulf,naples,island,ischia,volcano,epomeo,foreground,ruins,roman,aqueduct,right,road,paved,large,stones,background,monastery,hilltop,road,priest,stands,man,dogs"
958,"portrait,françois,leidecker,deputy,court,audit,zeeland,standing,half,length,balustrade,front,formal,garden,pendant,sk,a-826"
959,"distinguished,company,room,interior,group,ladies,gentlemen,gathered,meal,left,servant,pours,glass,wine,jug,floor,is,wine,cooler,right,center,standing,gentleman,hands,rummer,seated,woman,right,set,table"
960,"view,rome,tiber,castel,santangelo,st,.,peters,foreground,figures,ferry,fishing,boat,more,rear,ponte,s.,angelo"
961,"italian,landscape,shepherdess,baby,lap,sheep,calf,statue,satyr,ruin,distance,right"
962,"landscape,blooming,orchard,mother,child,foot,tree"
963,"interior,house,barn,woman,sits,child,lap,next,crib"
964,"citadel,antwerp,shortly,siege,november,december,surrender,dutch,occupation,french,foreground,soldiers,walk,ruins,fortress,distance,profile,city"
965,"view,batavian,embassy,hôtel,beauharnais,paris,place,concorde,ambassadorship,rutger,jan,schimmelpenninck,other,side,seine,place,concorde,identical,facades,hôtel,marine,hôtel,crillon,right,cupola,notre,dame,de,-,lassomption,montmartre,several,ships,lie,riverbank,including,ferry,passengers,part,series,works,sk,a-3909,sk,c-1455,sk,c-1456"
966,"christ,cross,landscape,buildings,jerusalem,distance,dark,clouds,fill,sky"
967,"temptation,saint,anthony,cave,kneeling,anthony,prays,folded,hands,open,book,resting,skull,hermit,surrounded,kinds,devils,monsters,try,distract,sky,bat,frog,bird,jousting,flying,fish,foreground,left,devil,monks,hood,rosary"
968,"forest,scene,cow,figure,tall,trees"
969,"queen,dido,depicted,seated,makes,theatrical,gesture,right,arm,soldier,offers,dagger,lying,saucer,weeping,servant"
970,"christ,captain,capernaum,left,centurion,kneels,christ,right,group,spectators"
971,"group,portrait,regents,invaders,leper,home,amsterdam,regents,seated,table,are,book,documents,inkstand,scale,portrayed,sieuwerd,sem,hendrick,van,bronckhorst,ernst,roeters,dirck,vlack,background,episodes,story,poor,lazarus,rich,man,depicted,relief"
972,"portrait,johannes,camphuys,governor,general,standing,half,length,slightly,right,right,hand,resting,walking,stick,part,series,portraits,governors,general,former,dutch,east,indies"
973,"portrait,philip,iii,king,spain,bust,right,armor,neck,insignia,golden,fleece,pendant,sk,a-508"
974,"summer,landscape,rider,rearing,horse,turns,carriage,pulled,fungi,part,series,seasons,sk,a-1771/1774"
975,"portrait,man,bust,slightly,right,top,left,family,coat,arms,pendant,sk,a-327"
976,"portrait,unknown,woman,previously,identified,presumably,anna,stuart,queen,england,wife,george,denmark,sophie,charlotte,hanover,wife,frederick,i,prussia,bust,left,part,portrait,miniatures,collection"
977,"equestrian,fight,middle,officer,horseback,bare,sword,leads,attack,ground,wounded,dying,soldiers,bodies,killed,soldiers,right,front,group,trees,rider,shoots,enemy,pistol"
978,"fishermen,amstel,amsterdam,country,estate,pauwentuin,men,haul,net"
979,"view,fish,market,antwerp,various,types,fish,displayed,stall,fishmonger,holds,fish,female,customer"
980,"portrait,frederika,sophia,wilhelmina,princess,prussia,death,william,v,princess,douairière,orange,bust,facing,front,black,hat,original,cornelis,cels,historical,collections,foundation,house,orange,nassau,part,portrait,miniatures,collection"
981,"portrait,young,man,standing,half,length,arms,crossed,front,chest,head,black,hat,wide,brim"
982,"meeting,jacob,rachel,well,jacob,shepherds,rolling,stone,well,speaks,rachel,come,well,fathers,flock,left,ruin,right,goats,sheep,dog"
983,"market,news,young,woman,basket,head,talking,young,man,top,hat,old,man,pipe,listens,also,boy,eating,piece,cake"
984,"allegorical,music,making,company,left,man,playing,oriental,clothes,turban,viola,gamba,next,young,man,harp,young,woman,sits,next,table,open,songbook,lap,sings,old,woman,cloth,head,looks,foreground,musical,instruments,lute,violin,piles,books,wall,painting,lots,flight,sodom"
985,"portrait,jacob,van,den,eynde,governor,woerden,bust,oval,left,made,unknown,example,part,collection,portraits,dutch,poets"
986,"portrait,christian,king,denmark,bust,right,facing,part,portrait,miniatures,collection"
987,"standing,young,woman,looking,down,dog,puck"
988,"portrait,antonius,kuyper,minister,amsterdam,bust,oval,right"
989,"portrait,pieter,florisse,vice,admiral,noorderkwartier,standing,kneeling,command,staff,right,hand,left,hand,side,background,left,naval,battle,top,right,family,coat,arms"
990,"prophet,bethel,meets,man,god,judah,seated,terebinth,man,god,judah,meets,prophet,bethel,seated,donkey,right,farmhouse,built,ancient,ruin"
991,"tooth,puller,woman,sits,tooth,extractor,stall,town,square,verse,runs,circular,performance,see,also,sk,a-4465,sk,a-4467"
992,"portrait,helena,fourment,painters,second,wife,half,length,necklace,large,piece,jewelry,chest"
993,"portrait,jan,van,gelder,sea,captain,stepson,michiel,adriaensz,de,ruyter,knee,piece,standing,front,coast,ship,sea,distance,walking,stick,glove,left,hand,gesturing,right,hand,dog,jumps"
994,"milk,bend,group,cows,waiting,wooden,fence,left,trees"
995,"portrait,pieter,riemer,professor,dissection,obstetrics,consultant,surgeon,king,willem,i.,buste,right,part,portrait,miniatures,collection"
996,"portrait,study,old,farmer,laren,bust,facing,front,interior,oil,lamp,plates,standing,cupboard,background,paintings,wall"
997,"interior,grote,sint,bavokerk,haarlem,seen,southern,aisle,choir,northern,aisle,large,organ,large,column,left,woman,children,depiction,resurrection,christ,painted,hatch,organ,chapel,bottom,right,small,organ"
998,"cellar,monk,holds,glass,wine,hand,light"
999,"tailors,workshop,tailor,young,servants,sewing,table,window,scissors,table,right,standing,woman,copper,bucket,painting,river,landscape,pincushion,birdcage,hang,wall"
1000,"lute,player,room,young,man,plays,lute,woman,sitting,listening,table,table,bowl,fruit,bread,jug,open,music,book,floor,dog,cat,wall,hangs,painting,pyramus,thisbe"
1001,"company,place,house,man,woman,sitting,table,garden,house,man,has,pipe,hand,woman,squeezes,lemon,rummer,wine,couple,stands,woman,glass,beer,right,maid,grinds,large,copper,cauldron,wooden,barrel"
1002,"last,prayer,johan,van,oldenbarnevelt,interior,state,lawyer,kneels,prayer,walking,stick,leaned,chair,standing,man,bible,raises,eyes"
1003,"bakhuysen,hooghe,families,have,meal,mosselsteiger,ij,amsterdam,several,people,seated,table,gentlemen,smoke,gouda,pipes,left,boy,playing,dog,present,ludolf,bakhuysen,johannes,bakhuysen,anna,hooghe,jan,hooghe"
1004,"bust,christ,salvator,mundi,copy,original,potsdam"
1005,"self,portrait,painter,christoffel,frederik,franck,standing,oval,frame,palette,brush,hand,allegorical,representation"
1006,"cossack,outpost,cossacks,campfire,lances,horseback,drinks,glass"
1007,"winter,entertainment,ice,entertainment,frozen,river,castle,right,city,profile,distance,ice,sailing,ice,barge,skaters,sled"
1008,"portrait,anna,hanover,wife,prince,william,iv,bust,facing,part,portrait,miniatures,collection"
1009,"heathland,landscape,presumably,perhaps,duneland,landscape,dekkersduin"
1010,"philip,ii,king,spain,accuses,prince,william,orange,vlissingen,personally,leading,resistance,nobility,when,left,netherlands,action,takes,place,jetty,left,spanish,king,retinue,sails,ship,background,king,grabs,princes,hand,points,finger,right,prince,hat,hand,members,retinue,foreground,spanish,soldier,kneels,box,left,boys,dog"
1011,"stone,plinth,lie,duck,partridge,hunting,equipment"
1012,"portrait,jan,jacob,rochussen,governor,general,kneepad,standing,left,right,hand,resting,map,india,table,left,hand,hilt,sword,part,series,portraits,governors,general,former,dutch,east,indies"
1013,"portrait,hortense,mancini,duchess,mazarin,bust,facing,part,portrait,miniatures,collection"
1014,"view,abbey,egmond,binnen,abbey,surrounded,wall,surrounding,landscape,walkers,travelers,pendant,sk,a-990"
1015,"ships,jetty,seascape,several,small,ships,rowing,boats,high,winds,jetty,left,mill,church,shore"
1016,"pancake,maker,sitting,front,fire,kitchen,woman,bakes,pancakes,small,pan,children,wait,left,right,portion,background,man,stands,front,closet"
1017,"lease,payment,farmers,office,pay,tax,rent,kind,clerk,sits,desk,turns,wall,cupboards,acts,books,farmer,right,has,chicken,other,leaning,stick"
1018,"adonis,standing,landscape,spear,lance,right,shoulder,hunting,dogs,leash,left,hand"
1019,"head,chancellery,second,lieutenant,grand,vizier,sitting,floor,desk,surrounded,papers,august,revolt,patrona,halil,september,üçanbarli,mehmed,efendi,held,office,reis,efendi,regarded,greatest,scholars,time,relatively,large,amount,biographical,information,known,born,istanbul,died,august,september,year,portrait,vanmour,made,probably,about,years,old,nickname,üçanbarli,means,warehouses,refers,possessions"
1020,"old,beer,drinker,inn,old,man,sits,table,pipe,right,hand,beer,pitcher,left,smoking,farmer,sits,front,fireplace,fireplace,hangs,drawing,print,mans,head"
1021,"vanitas,still,life,table,violin,crucifix,skull,flowers,rummer,document,wax,seals,books,inkstand,globe"
1022,"consul,titus,manlius,torquatus,son,beheaded,consul,sits,throne,columns,ground,body,son,executioner,holds,severed,head,right,soldier,horse,background,buildings,rome"
1023,"reception,cornelis,hop,envoy,states,general,court,louis,xv,king,france,july,king,child,stands,throne,regent,marshal,villeroy,cardinal,fleury,dutch,delegation,foreground,secretary,ruysch,reception,takes,place,painting,decorated,grand,cabinet,lancien,apartment,dété,anna,austria,louvre"
1024,"pasture,landscape,spaarne,cows,graze,meadow,distance,mill,water"
1025,"family,portrait,willem,philip,kops,merchant,haarlem,wife,vos,children,children,willem,kops,catharina,kops,dog,arm,jacobus,kops,philip,kops,françois,kops,boys,have,buck"
1026,"italianate,landscape,old,testament,subject,wide,landscape,here,there,hills,buildings,left,right,shepherds,cattle,center,main,figures,front,flock,sheep"
1027,"portrait,man,aged,knee,piece,standing,right,stick,right,hand,left,hand,side,head,black,hat,wide,brim,background,right,window,view,houses,village,located,bay,ship,anchored,houses,figures,birds"
1028,"portrait,petronella,van,der,burcht,first,wife,françois,leidecker,hip,piece,standing,front,urn,pedestal,formal,garden,background,pendant,sk,a-825"
1029,"portrait,hendrik,merkus,baron,kock,army,commander,lieutenant,governor,general,standing,half,length,stitch,right,hand,leaning,pedestal,column,left,hand,side,background,landscape,part,series,portraits,governors,general,former,dutch,east,indies"
1030,"painting,studio,boys,drawing,plaster,model,foreground,pile,more,plaster,models,antique,images,left,man,paints,male,nude,model,visitors,watch,right,man,busy,rubbing,paint,table,painting,wall"
1031,"judgment,paris,right,shepherd,paris,apple,hand,left,goddesses,hera,athena,aphrodite"
1032,"venus,amor,venus,half,naked,bosom,puts,right,arm,comfortingly,shoulders,amor,grabs,skirt"
1033,"portrait,frederik,dircksz,alewijn,alderman,council,amsterdam,half,length,right,hat,pendant,sk,a-1318"
1034,"cityscape,view,canal,houses,city,woman,standing,quay,has,chat,man,boat"
1035,"christ,martha,mary,left,martha,kitchen,preparing,food,fish,table,more,fish,floor,hare,birds,cauliflower,artichoke,right,maria,sitting,open,book,lap,christ,sits,gestures,left,hand,mary"
1036,"inscription,bottom,states,subject,painting,month,february,sign,zodiac,sign,pisces,depicted,relief,black,background,boat,borrowed,le,douze,mois,grotesques,carpet,series,designed,claude,iii,audran,printed,jean,audran,print,first,months,shows,comparable,boat,february,instead,neptune,patron,god,february,painting,shows,sea,god,okeanos,recognized,long,beard,horns,surrounded,usual,snakes,fish,painting,part,series,pilaster,panels,sk,a-4142,sk,a-4150,commissioned,josephus,augustus,brentano,house,herengracht"
1037,"portrait,anna,maria,gool,died,bust,face,oval"
1038,"collision,halpoort,brussels,fight,drivers,collision,cars,woman,struggles,fallen,baskets,vegetables,milk,cans,left,tax,office,fountain"
1039,"forest,landscape,bathers,bank,forest,pond,men,shepherds,dry,bathing,still,few,figures,water,cattle,left"
1040,"view,vast,inland,waterway,lake,kayakers,foreground,people,rowing,boat,middle,ferry,left,horizon,spire,contours,houses"
1041,"portrait,young,man,bust,oval,background,foliage"
